variavel,comunalidade
ativo_total,0.7734177039086049
carteira_de_credito,0.9950014656944125
patrimonio_liquido,0.9950022082985691
lucro_liquido,0.7712072343448513
indice_de_basileia,0.0027160283653832563
indice_de_imobilizacao,0.01715388047907428
numero_de_agencias,0.3058333729232669
numero_de_postos_de_atendimento,0.9950000803322114
