variavel,ML1,ML4,ML2,ML3
ativo_total,0.8432469072747821,0.0209514534013828,0.4476072834099649,0.2883462477427243
carteira_de_credito,0.8815134571381938,0.16156604335711627,0.3527877335851983,-0.25956141909078606
patrimonio_liquido,0.8946061289737394,0.33597068652257267,-0.08539318055950984,0.27296875729230397
lucro_liquido,0.7556744442019482,0.43896042357970594,0.243651673965457,0.02905250976986358
indice_de_basileia,-0.04046123996940933,-0.07350339621643137,-0.038096560238064826,-0.002746900813679832
indice_de_imobilizacao,0.012609256106941573,0.042518524833134556,0.1395369732739172,-0.0015968699489912659
numero_de_agencias,0.5833118888357512,0.005790331495664559,-0.033440694044869414,-0.05049706164636428
numero_de_postos_de_atendimento,0.013405800470526403,0.444134551432928,0.060635296945081324,-0.001279650259695087
