variavel,ML1,ML2,ML3
ativo_total,0.7172781402068572,0.6932132494711036,0.0159650917574237
carteira_de_credito,0.7462175764286262,0.6588071413930363,-0.06462495746970567
patrimonio_liquido,0.5398491750637291,0.8003625184879671,0.194169558443577
lucro_liquido,0.5190536317689413,0.8459253801016142,0.10099772976448963
indice_de_basileia,-0.007369601910547837,-0.015416427207309598,0.0010100325772767246
indice_de_imobilizacao,0.0519773781139867,0.052341229393944054,0.008776305489646351
numero_de_agencias,0.9147072303930485,0.39748300199401676,0.020269129919392406
numero_de_postos_de_atendimento,0.6180122752723781,0.43765175240112625,0.13194203935784424
