ML1,ML2,ML3,banco
-0.08569792276394027,0.062414822301456035,-0.15811670397285324,BCO DES. DE MG S.A. - PRUDENCIAL
-0.07283197792329078,0.04497883789924205,-0.3530039455822301,SICOOB COCRED COOPERATIVA DE CRÉDITO
-0.07342858716905604,0.04530562814896685,-0.2447112156157128,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS"
-0.10182625126678964,0.11004857329619784,-0.3610168363026414,BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL
-0.046543876862190234,-0.055048706997278866,-0.05271957590581414,COOPERATIVA CENTRAL DE CRÉDITO - AILOS
-0.07730868101310692,-0.012949628046399998,0.07636956479528356,COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES
-0.16066527350906276,0.1763937969871176,-0.0737554789996363,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT"
-0.09336668153068407,0.08847935750853085,-0.23999812756856065,PARANÁ BANCO - PRUDENCIAL
-0.06080947434651254,0.0171493833634003,-0.27689416455216925,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP"
0.37339738447425724,-0.3804462364886709,1.1483170025157856,APE POUPEX - PRUDENCIAL
-0.19290077953798726,0.21826380665556577,0.15155647766649277,COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO
-0.10835220183017936,0.11339500183018081,-0.4069659248603528,BCO INBURSA S.A. - PRUDENCIAL
-0.12853126522318953,0.11799863130994762,-0.026961290286883065,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ"
-0.0454512944433423,-0.06469997290048893,0.14575228849126948,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE"
-0.12661419087537235,0.10284934170096835,-0.04072766422884949,COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES
-0.10875233296903195,0.07565091973550549,-0.10868184484825993,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP"
-0.10622908580637608,0.06794936231214302,-0.07119298806057643,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS"
-0.00430930555601839,-0.10499104644261986,-0.08177422035255459,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL
-0.1260850617941131,0.10495028302783935,0.03060287284859828,COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO
-0.1092269650274125,0.08518386115388216,-0.08057149264817991,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.
-0.007583571034325984,-0.10207427204533226,-0.12925014999457604,BANCO DIGIMAIS - PRUDENCIAL
-0.0727896800015893,0.03872378673015664,-0.24943721687339168,BANCO PACCAR - PRUDENCIAL
-0.06975504373673592,-0.02039755690730212,0.2219116636044879,SOCIETE GENERALE - PRUDENCIAL
-0.18088262928689497,0.28056496800901853,2.3493501484626282,CREFISA S.A. CFI - PRUDENCIAL
-0.09357236150021112,0.03899417416219463,-0.011027481220215716,SISPRIME DO BRASIL - COOPERATIVA DE CRÉDITO
-0.09237747046247696,0.05854648247882028,-0.09952986855258486,FACTA S.A. CFI - PRUDENCIAL
-0.07767963793700747,0.021443847243957617,-0.1246763299142673,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES"
-0.0682150903872848,0.0043061067033991285,-0.08421068658804291,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA"
-0.008069489156916406,-0.09438947526355695,-0.10570169718268924,BS2 - PRUDENCIAL
-0.11485861387962641,0.06784720233053748,0.03584743063163573,SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.
-0.08626362236633961,0.029080564423334315,-0.09394085255453101,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL E BAHIA - SICREDI CENTRO-SUL MS/BA"
-0.06576266276317207,-0.0049119992542589795,-0.13938477752493855,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS"
-0.05375425348033766,-0.02757195784567933,-0.18798553879192118,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO"
-0.11456896513486838,0.07363804524948626,-0.027506003345696556,COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE  DA AMAZÔNIA LTDA - SICOOB CREDISUL
-0.06213484557406973,-0.048588555934196136,0.019721998324072152,CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO
