PC,Autovalor,Var_Pct,Var_Acum
PC1,3.7537483684230093,46.921854605287926,46.921854605287926
PC2,1.1728673699264345,14.660842124080528,61.58269672936845
PC3,0.9626058522710528,12.03257315338824,73.61526988275669
PC4,0.8662963669785029,10.828704587231359,84.44397446998805
PC5,0.6631050939847047,8.288813674808864,92.73278814479691
PC6,0.2546198293312923,3.1827478666411753,95.91553601143809
PC7,0.21339040543041848,2.6673800678802486,98.58291607931834
PC8,0.11336671365453091,1.4170839206816457,99.99999999999999
