Componente,Autovalor,Variancia_Explicada,Variancia_Acumulada
PC1,3.9043721271717384,48.80465158964679,48.80465158964679
PC2,1.1515244578273074,14.394055722841358,63.198707312488146
PC3,0.9673230090662435,12.091537613328057,75.29024492581621
PC4,0.9361094863642757,11.701368579553458,86.99161350536967
PC5,0.887709969478371,11.09637461847965,98.08798812384933
PC6,0.08519694292504328,1.064961786563042,99.15294991041237
PC7,0.04544035303831357,0.5680044129789202,99.7209543233913
PC8,0.022323654128697527,0.2790456766087194,100.00000000000001
