variavel,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
ativo_total,-0.4674771020863808,-0.060833221548812974,0.08679549665224513,-0.0696825597868005,0.22788679290020136,0.08168489059292518,-0.6943936578465911,0.47390716075648764
carteira_de_credito,-0.47284644745582355,-0.033975511375052364,0.040973958403255004,-0.03805777109624604,0.12161886199400883,0.6580076982393168,0.06111321232530375,-0.5662460059828464
patrimonio_liquido,-0.46889144831669666,-0.04157328262597069,-0.017720856410824607,0.05863587378621783,0.08646141126182666,-0.7418511805905947,-0.06260279927090034,-0.4614351711377955
lucro_liquido,-0.46731259308733514,0.019830629865439472,-0.09169088200698462,0.07735479100583215,0.24017076551537928,-0.024013034986691655,0.6943789305139669,0.47582978398490433
indice_de_basileia,0.028975346139659457,-0.5337022552857401,-0.6637213756654029,-0.522461883647505,0.02723934236875295,-0.00649541296707828,2.8350396265925326e-4,-0.0067524145707850616
indice_de_imobilizacao,-0.04065428107538026,0.6518122563000078,0.06612993332020088,-0.7497935098568984,0.025079174234766015,-0.06386536920054328,0.044966519589830146,-0.013957013127235835
numero_de_agencias,-0.32842957278150015,-0.11367604705287072,0.11865914625599025,-0.1023169555045589,-0.9151220072570113,0.016159406614641367,0.041878236368215,0.1232875435943212
numero_de_postos_de_atendimento,-0.09634739570782766,0.5200036861793192,-0.7232476784008346,0.37235538248126254,-0.1711714195309236,0.07107422541831855,-0.1556456188384662,9.227559921652314e-4
