Variavel,Cluster_1,Cluster_2
ativo_total,4145388.1593510597,716526762.5
carteira_de_credito,1713502.6354962117,274305813
patrimonio_liquido,448529.5448473306,116635559
lucro_liquido,14657.565839694527,4413239.5
indice_de_basileia,0.5993004770992368,0.22145
indice_de_imobilizacao,0.07083024809160306,0.15365
numero_de_agencias,2.4169847328244476,35
numero_de_postos_de_atendimento,10.895038167939052,0
