variavel,ML1,ML3,ML2
ativo_total,0.9262583421462962,0.06001059257915417,0.27356342258146255
carteira_de_credito,0.9392718593859553,0.09409459999018187,0.2754713374348969
patrimonio_liquido,0.9762315821677885,0.043468025958850874,0.03992814208823595
lucro_liquido,0.9943428697052746,0.0708039642788524,0.027725003045041455
indice_de_basileia,-0.010997552700108448,-0.05875987988662386,-0.02849766635611914
indice_de_imobilizacao,0.01497587841999404,0.13910920515781622,0.08100438101523048
numero_de_agencias,0.1459563266666171,0.12126498594787753,0.5149391131421177
numero_de_postos_de_atendimento,7.482559565135163e-4,0.766241897926174,-0.11565424244513856
