PC1,PC2,banco
0.08992738342423805,-0.3652120532496587,COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS
-0.1616986181915687,0.33654111443861756,BD REGIONAL DO EXTREMO SUL - PRUDENCIAL
-0.16067334076568937,0.4070533060530875,UBS (BRASIL) - PRUDENCIAL
-0.092952832867463,0.33196329624084014,MORGAN STANLEY - PRUDENCIAL
-0.07521709600223936,-0.09266984235207466,PORTO SEGURO - PRUDENCIAL
0.03068774278817565,0.3196883344789235,BANK OF CHINA (BRASIL) - PRUDENCIAL
-0.08320401741570449,0.11899040827845969,BCO CSF S.A. - PRUDENCIAL
-0.15723595771503523,0.38802825730671925,STELLANTIS - PRUDENCIAL
0.12418005871193638,0.1753787589415678,BCO FIBRA S.A. - PRUDENCIAL
-0.01973769230927328,0.3442701181518678,MERCEDES-BENZ - PRUDENCIAL
0.17907451621889217,0.2162636461674837,CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE
0.17296584379382596,0.3067342682784762,COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS
-0.467731288339636,-0.05320232040514043,BCO DO EST. DO PA S.A. - PRUDENCIAL
0.08002713009623615,0.3623872052834724,CREDIT AGRICOLE - PRUDENCIAL
-0.12006826864162273,-0.5917883097270509,VOLVO - PRUDENCIAL
0.07316266947344714,0.3344528593874463,SCANIA - PRUDENCIAL
-0.5536222643083718,0.13352589472365906,COOPERATIVA DE CREDITO CREDICITRUS
0.09293992551684595,0.3844586426867505,SCOTIABANK BRASIL - PRUDENCIAL
-0.02006815713640215,0.19517241976935445,GM - PRUDENCIAL
-0.1283760023453117,0.39548572565356127,HONDA - PRUDENCIAL
0.16200140950173225,0.3523052772505648,MIZUHO - PRUDENCIAL
0.11645771734762123,0.3137550631470621,DEUTSCHE - PRUDENCIAL
-0.5593080458718684,0.2762181433768223,COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI
0.1281618537140287,0.1580857573304414,BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL
0.21783789384759505,0.2441602890021416,BR PARTNERS - PRUDENCIAL
0.21005313307554438,0.3303231189552763,COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO
0.12454910445066661,-1.0665751125219642,COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER
0.14653859700478863,0.3511088745065716,BANCO HSBC - PRUDENCIAL
0.18481261045486563,-0.3203164614511663,COOPERATIVA CENTRAL DE CRÉDITO UNICRED DO BRASIL - UNICRED DO BRASIL
0.16357878540428425,0.3552420675993312,BCO MUFG BRASIL S.A. - PRUDENCIAL
-0.022240219857591784,-0.5662979168805267,BCO DO EST. DE SE S.A. - PRUDENCIAL
0.10946463477890472,0.33833746692751043,BCO DES. DE MG S.A. - PRUDENCIAL
-0.07068812771459704,-0.05858765420702652,SICOOB COCRED COOPERATIVA DE CRÉDITO
-0.4412908258496146,-1.384866084775556,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS"
0.0948028910861644,0.15321403591053986,BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL
0.2077806638861691,-0.023538724632239532,COOPERATIVA CENTRAL DE CRÉDITO - AILOS
0.2059844715162734,0.07841144344378105,COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES
-0.10833016848649016,-0.07599124004413933,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT"
0.08005551221435016,-0.280290002310238,PARANÁ BANCO - PRUDENCIAL
-0.2782026034856611,-0.18274649588875455,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP"
-0.16686995815012814,0.3833139187873083,APE POUPEX - PRUDENCIAL
-0.15359763592523445,0.14221211085308177,COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO
0.11592176317728058,0.3695191149928545,BCO INBURSA S.A. - PRUDENCIAL
-0.3889963268727368,-1.2349701078329012,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ"
0.19433295335929834,0.3679994114206945,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE"
-0.10509704453798359,-0.21888690890015472,COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES
-0.10169201148096896,-0.36982209825192947,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP"
