PC1,PC2,PC3,banco
-0.03880710934429214,-2.329348449966606,0.2930426409180055,BANCO DIGIMAIS - PRUDENCIAL
-0.36340499553438893,0.555359142497858,0.2960024796100723,BANCO PACCAR - PRUDENCIAL
-0.06237500686898188,0.5632705058452183,0.2257022744775417,SOCIETE GENERALE - PRUDENCIAL
-1.9505960464323293,-14.407829060141532,-16.166538869080902,CREFISA S.A. CFI - PRUDENCIAL
-0.23507669609428125,-0.38615200239916997,-0.45254036342419524,SISPRIME DO BRASIL - COOPERATIVA DE CRÉDITO
-0.22544053380345655,0.49102517295717885,0.2507310262417414,FACTA S.A. CFI - PRUDENCIAL
-0.2361854029270969,-1.2116906982934375,-0.8058254545875418,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES"
-0.2234202299109053,-1.6362666925537246,-1.1507235359687853,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA"
-0.06980020415423069,-1.7066748382109485,0.28261678964211245,BS2 - PRUDENCIAL
-0.2237047562436036,-0.17506782902667783,-0.4138060923478734,SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.
-0.21939448743192777,-0.7913631312324768,-0.4801947422827101,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL E BAHIA - SICREDI CENTRO-SUL MS/BA"
-0.15901536374340322,-1.221477067818336,-0.7639912122402688,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS"
-0.09286452203627739,-0.7782205617164483,-0.4778683005707323,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO"
-0.27532105654691685,-0.5242049118599995,-0.39807940542175513,COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE  DA AMAZÔNIA LTDA - SICOOB CREDISUL
0.07196487423245988,-1.084763724239893,0.3299735364784956,CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO
0.055235911227029866,0.4912281368560524,0.2999183348511511,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ"
-0.18625422754390847,-0.06641705498058592,0.12082935041534372,INDUSTRIAL DO BRASIL - PRUDENCIAL
-0.23299773872118104,-0.08632588493438455,-0.23156141026966928,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO - SICREDI PLANALTO RS/MG"
-0.12443911612043498,-0.8026919195546582,-0.0362360076665007,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR"
-0.043543507011847796,0.1404213992998343,0.16915472591376016,OMNI - PRUDENCIAL
-0.1234803470789816,-0.5830814255321152,-0.58027492975109,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS
-0.14240180953549908,0.49572106336551564,0.28969564678997595,BCO CATERPILLAR S.A. - PRUDENCIAL
-0.1835125520012285,-0.2629626292041943,-0.31534202500196445,COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO
-0.15834221940997786,0.5387710121044257,0.2832002430133973,REALIZE CFI - PRUDENCIAL
-0.1783509695812825,0.5357678941993154,0.29508887542706624,MIDWAY S.A. - SCFI - PRUDENCIAL
-0.12401652734627787,0.11014953250128631,-0.04415157180615786,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS"
0.020650285121610962,-0.4743286619689147,-0.17477755938649903,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU"
0.06908241687468104,-1.5039525298587537,0.3390776022737707,CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB
0.1974733448071409,0.2604193616331909,0.3206035977065016,COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL SICOPER
0.07003955333555933,-0.29328780581847697,0.3206093629928837,"COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS, DISTRITO FEDERAL E TOCANTINS LTDA. - SICOOB NOVA CENTRAL"
-0.22714290771643314,-0.07608915971442821,-0.26453336242694503,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO
-0.06140573991785805,-0.6434276545500348,-0.453275295294402,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE - SICREDI GRANDES RIOS MT/PA/AM"
0.12443436581898105,0.2960056006419066,0.2942243130039733,PEFISA S.A. - PRUDENCIAL
-0.04654644589186297,-1.3985333454748514,-0.566749751818815,COOPERATIVA DE CRÉDITO ALIANÇA RS/SC/ES - SICREDI ALIANÇA RS/SC/ES
-0.0909688921726267,-1.1244227695382518,-1.1686025091290404,COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO
-0.07057518149770559,-0.45320520956157323,-0.1658922786948879,COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP
0.04106885284895344,-0.6544458539473628,-0.19469811481524457,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE"
-0.01808649599390433,0.5652261149115435,0.2418931072239629,INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL
-0.12469230409895815,-0.14897091560452766,-0.549887333442537,CREDICOAMO CREDITO RURAL COOPERATIVA
-0.004140908201800172,-0.8643629546340342,-0.680901883859429,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONEXÃO - SICREDI CONEXÃO"
-0.04188634576401271,-0.8313928704136506,-0.25993000360875773,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES"
0.049976111034644784,-1.656391295320895,-0.3164992564707741,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG"
-0.03697890277161844,-0.8881530879410421,-0.2704007693092316,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC"
