variavel,comunalidade,especificidade,unicidade
ativo_total,0.9952874238157171,0.004712576184282891,0.004712576184282891
carteira_de_credito,0.9950439060494378,0.004956093950562179,0.004956093950562179
patrimonio_liquido,0.9697191102435639,0.030280889756436058,0.030280889756436058
lucro_liquido,0.9952069627701691,0.004793037229830932,0.004793037229830932
indice_de_basileia,2.929974259653863e-4,0.9997070025740347,0.9997070025740347
indice_de_imobilizacao,0.005518275668121412,0.9944817243318785,0.9944817243318785
numero_de_agencias,0.9950928918351858,0.004907108164814211,0.004907108164814211
numero_de_postos_de_atendimento,0.590886930517025,0.409113069482975,0.409113069482975
