Componente,Autovalor,Var_Pct,Var_Acum
PC1,3.7505263838124216,46.8815797976554,46.8815797976554
PC2,1.1342106909205052,14.177633636506354,61.05921343416175
PC3,0.9708991217079992,12.136239021350024,73.19545245551177
PC4,0.899635375422977,11.245442192787243,84.44089464829901
PC5,0.6633682074543057,8.292102593178845,92.73299724147785
PC6,0.2545926118510011,3.182407648137523,95.91540488961537
PC7,0.21336740594095244,2.667092574261913,98.58249746387729
PC8,0.11340020288981537,1.417502536122696,99.99999999999999
