Cluster,ativo_total,carteira_de_credito,patrimonio_liquido,lucro_liquido,indice_de_basileia,indice_de_imobilizacao,numero_de_agencias,numero_de_postos_de_atendimento
1,5502305.062857191,2232726.083809487,669838.1723809687,23035.817142857424,0.5985807619047618,0.070988,2.4790476190476314,10.874285714285596
2,1989563051.6,964354792,150128016.4,6623905,0.14966,0.17628,2799.6,988.8
