Componente,Autovalor,Variancia_Explicada,Variancia_Acumulada
PC1,5.314516113211199,66.43145141513995,66.43145141513995
PC2,1.08531453594632,13.566431699328996,79.99788311446895
PC3,0.9092877445202087,11.366096806502602,91.36397992097154
PC4,0.4076147132993327,5.095183916241656,96.4591638372132
PC5,0.23198382996480352,2.8997978745600426,99.35896171177323
PC6,0.03852521262980883,0.48156515787261023,99.84052686964584
PC7,0.00849979893939141,0.10624748674239258,99.94677435638823
PC8,0.004258051488939122,0.05322564361173901,99.99999999999997
