var,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
ativo_total,-0.4671566455866063,-0.058678369241065134,0.10314148812800843,-0.04671955057116294,0.2283958052281214,0.08157273117595155,0.6944014999568403,-0.47380210745524576
carteira_de_credito,-0.4725732097099656,-0.03460718142192309,0.04957444378026131,-0.027623963149115336,0.12194300015971367,0.6580380922560435,-0.06111734164320255,0.5662478609626779
patrimonio_liquido,-0.4685813322257427,-0.046934336190474116,-0.030554279606933594,0.051697068401641656,0.08595353457909519,-0.7418031764330321,0.06261712911407934,0.46156438853210935
lucro_liquido,-0.46701548967092466,0.007588464850599784,-0.11202139530820514,0.04968580116308549,0.24038859523504125,-0.02415354768472081,-0.6943728245129656,-0.47570766838224793
indice_de_basileia,0.04540325102847498,-0.5907264535663623,-0.46943467156251106,-0.6532431898661024,0.0418018771270092,-0.00660884808707429,5.125047745649087e-5,0.009703063975826858
indice_de_imobilizacao,-0.04162029163942133,0.6492250180470361,0.19679664221340823,-0.7283689174367498,0.03394897889809324,-0.0643200276180757,-0.04490756069336793,0.014769592505474044
numero_de_agencias,-0.3280726089138787,-0.10968362782294236,0.14043095274022252,-0.08504663624925386,-0.9144091676606199,0.016205996870610143,-0.041888579843783434,-0.1233801802783299
numero_de_postos_de_atendimento,-0.09665379892172322,0.4589307246754583,-0.8334285627469942,0.16562626363015706,-0.16954798152492867,0.07094388681366649,0.15564497541580713,-7.022881570987732e-4
