var1,var2,correlacao
ativo_total,carteira_de_credito,0.8298019009641365
carteira_de_credito,lucro_liquido,0.8155366484340361
lucro_liquido,patrimonio_liquido,0.8106709040315626
ativo_total,patrimonio_liquido,0.8019197841394398
ativo_total,lucro_liquido,0.7638876471617518
carteira_de_credito,patrimonio_liquido,0.7419437030947132
