variavel,ML1,ML2,ML3
ativo_total,0.5445537189897599,0.4905328572793947,0.026950165916818244
carteira_de_credito,0.6401647174164967,0.44091127227559135,-0.06898475646566851
patrimonio_liquido,0.13548861165609066,0.7327830599777538,0.24653980580237497
lucro_liquido,0.09601451391564383,0.844418374482596,0.14361162733604282
indice_de_basileia,5.79707720644178e-4,-0.01781700190086443,5.487801245493586e-4
indice_de_imobilizacao,0.03550020282964179,0.03644813245628173,0.01081851298527736
numero_de_agencias,1.0774810880270878,-0.10353419680842285,0.0037584217488406033
numero_de_postos_de_atendimento,0.5591540259499126,0.14842929931411475,0.1486780438712818
