Cluster,ativo_total,carteira_de_credito,patrimonio_liquido,lucro_liquido,indice_de_basileia,indice_de_imobilizacao,numero_de_agencias,numero_de_postos_de_atendimento
1,4145388.1593510597,1713502.6354962117,448529.5448473306,14657.565839694527,0.5993004770992368,0.07083024809160306,2.4169847328244476,10.895038167939052
2,716526762.5,274305813,116635559,4413239.5,0.22145,0.15365,35,0
