"","ativo_total","carteira_de_credito","patrimonio_liquido","lucro_liquido","indice_de_basileia","indice_de_imobilizacao","numero_de_agencias","numero_de_postos_de_atendimento"
"ativo_total",1,0.9909506037058,0.94494318820354,0.960527970624572,-0.01654948239641,0.0776913323863746,0.932107256576389,0.7427065651104
"carteira_de_credito",0.9909506037058,1,0.917435297055544,0.938123847725589,-0.0157391840985488,0.0708841308908496,0.943135881562583,0.74021805496284
"patrimonio_liquido",0.94494318820354,0.917435297055544,1,0.97715805357442,-0.0170330885907802,0.067415695218255,0.816198118596635,0.683518014798108
"lucro_liquido",0.960527970624572,0.938123847725589,0.97715805357442,1,-0.0161783414775114,0.0711402516458666,0.812915969971294,0.712374011155304
"indice_de_basileia",-0.01654948239641,-0.0157391840985488,-0.0170330885907802,-0.0161783414775114,1,-0.0892087112879037,-0.0124554977938513,-0.0271273518492458
"indice_de_imobilizacao",0.0776913323863746,0.0708841308908496,0.067415695218255,0.0711402516458666,-0.0892087112879037,1,0.0674632559956049,0.104583471734711
"numero_de_agencias",0.932107256576389,0.943135881562583,0.816198118596635,0.812915969971294,-0.0124554977938513,0.0674632559956049,1,0.745266558950359
"numero_de_postos_de_atendimento",0.7427065651104,0.74021805496284,0.683518014798108,0.712374011155304,-0.0271273518492458,0.104583471734711,0.745266558950359,1
