Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA (e);Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;03/2025;1.828.942;1.626.141;0;755.386;387.128;1.073.556;25.454;1.073.556;80,16%;0,00%;4;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;03/2025;1.824.544;25.088;1.236.326;1.513.441;1.383.946;311.103;14.569;66.032;29,68%;10,15%;0;0
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;03/2025;1.813.751;798.530;143.519;1.550.091;1.435.886;263.660;11.049;267.209;23,62%;7,82%;0;17
RECARGAPAY IP - PRUDENCIAL;1000085898;n1;S4;C;3;SAO PAULO;SP;03/2025;1.812.473;176.975;1.109.671;1.568.969;1.194.257;243.504;-3.021;194.726;31,81%;NA%;3;0
ASAAS GESTAO FINANCEIRA IP - PRUDENCIAL;1000085771;n1;S4;C;2;JOINVILLE;SC;03/2025;1.801.386;107;939.150;1.447.931;778.056;353.455;3.052;343.912;96,82%;NA%;3;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;03/2025;1.799.526;30.269;722.093;1.654.791;0;144.735;224;75.583;21,23%;4,31%;0;2
S3 CACEIS BRASIL DTVM - PRUDENCIAL;1000086622;n2;S4;I;3;SAO PAULO;SP;03/2025;1.796.952;0;340.835;440.204;0;1.356.749;47.190;973.695;75,61%;NA%;2;0
STATE STREET BRASIL - PRUDENCIAL;1000081627;b1;S4;I;3;SAO PAULO;SP;03/2025;1.796.227;0;1.154.497;1.117.684;1.087.744;678.543;-2.378;673.573;212,34%;0,28%;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;03/2025;1.789.406;1.140.617;45.581;1.527.214;1.387.804;262.192;19.053;262.417;22,08%;5,06%;0;28
FLASH TECNOLOGIA IP - PRUDENCIAL;1000087315;n4;;I;2;SAO PAULO;SP;03/2025;1.787.566;25.771;825.247;1.574.454;468.081;213.112;-23.605;177.445;72,89%;NA%;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA. - SICOOB UNIÃO DOS VALES;1060307;b3S;S5;I;2;RAUL SOARES;MG;03/2025;1.782.880;849.202;44.875;1.606.201;1.347.000;176.678;7.131;181.360;17,52%;17,91%;0;37
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;S4;I;3;SAO PAULO;SP;03/2025;1.756.930;0;0;1.326.834;1.126.401;430.095;50.262;425.977;23,28%;0,76%;2;0
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;03/2025;1.738.536;763.464;136.230;1.502.970;1.469.464;235.565;7.555;246.502;24,56%;14,26%;0;36
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;03/2025;1.738.224;714.491;26.834;1.490.550;1.407.679;247.674;15.306;250.277;27,28%;8,15%;0;21
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;03/2025;1.731.025;858.505;127.954;1.519.460;1.345.291;211.566;7.521;214.209;19,11%;11,30%;0;35
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;S5;I;2;CAXIAS DO SUL;RS;03/2025;1.719.230;884.345;30.200;1.557.982;1.438.478;161.248;14.025;166.229;15,28%;13,20%;0;22
IUGU IP - PRUDENCIAL;1000085434;n4;;C;2;SAO PAULO;SP;03/2025;1.708.666;0;57.153;1.479.904;564.116;228.762;-3.850;-2.029;-0,66%;NA%;1;0
AF DO ESTADO DE SC S.A. - PRUDENCIAL;1000081074;n1;S4;C;1;FLORIANOPOLIS;SC;03/2025;1.699.166;1.419.740;198.849;685.798;617.902;1.013.368;18.497;823.382;63,32%;0,21%;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES;5231945;b3S;S5;I;2;IVAIPORA;PR;03/2025;1.695.600;1.358.778;29.103;1.482.210;743.024;213.390;24.801;233.555;17,17%;10,69%;0;41
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;03/2025;1.694.006;934.680;416.184;1.557.063;1.428.883;136.943;-5.501;153.930;10,45%;3,00%;2;0
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;03/2025;1.689.230;803.244;36.466;1.475.825;1.210.152;213.406;12.150;213.372;22,45%;8,51%;0;28
BNY MELLON - PRUDENCIAL;1000080910;b1;S4;C;3;RIO DE JANEIRO;RJ;03/2025;1.670.067;0;504.584;1.022.353;878.630;647.714;2.443;615.590;79,69%;4,94%;5;0
COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE;73443863;b3S;S5;I;2;BLUMENAU;SC;03/2025;1.651.137;989.824;28.528;1.500.975;1.396.173;150.162;2.298;157.960;14,22%;11,17%;0;18
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;03/2025;1.644.507;249.565;313.248;1.451.934;1.444.502;192.573;4.503;196.436;49,44%;0,72%;2;0
COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;03/2025;1.633.179;1.114.236;325.838;1.327.452;802.255;305.727;9.526;303.329;21,89%;6,92%;0;24
COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE;88530142;b3S;S4;I;2;BAGE;RS;03/2025;1.629.351;960.662;495.593;1.332.813;766.541;296.537;10.101;294.535;27,61%;9,88%;0;21
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;03/2025;1.625.805;1.234.050;29.677;1.443.703;738.719;182.102;13.177;182.101;15,53%;7,49%;0;19
QISTA S.A. CFI - PRUDENCIAL;1000085506;n1;S4;C;2;SAO PAULO;SP;03/2025;1.612.224;781.920;594.705;1.511.004;1.271.336;101.220;22.112;250.647;19,40%;0,04%;2;0
COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;03/2025;1.610.084;942.980;19.644;1.438.482;1.280.503;171.601;-7.342;174.203;15,40%;5,71%;0;32
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB CENTRO - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;03/2025;1.608.473;979.710;31.919;1.367.581;876.430;240.893;4.063;245.145;20,06%;10,22%;0;24
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;03/2025;1.606.291;1.192.747;31.788;1.368.140;999.253;238.151;1.822;241.873;19,32%;13,50%;0;28
COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO;71884498;b3S;S5;I;2;CAMPINAS;SP;03/2025;1.596.057;839.700;32.173;1.354.941;1.268.466;241.116;4.695;240.975;24,36%;4,76%;0;34
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;03/2025;1.561.261;975.837;25.727;1.415.830;1.314.098;145.431;-4.662;152.324;14,22%;9,45%;0;19
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;03/2025;1.556.205;1.206.692;29.288;1.376.701;972.912;179.505;-3.113;195.814;16,54%;11,38%;0;26
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;03/2025;1.541.531;19.402;420.406;1.396.203;130.393;145.328;5.097;55.286;17,50%;8,74%;0;0
SICREDI CEARÁ - COOPERATIVA DE CRÉDITO DO ESTADO DO CEARÁ;72257793;b3S;S4;I;2;FORTALEZA;CE;03/2025;1.534.321;634.774;418.099;1.307.018;1.155.123;227.303;12.517;225.934;32,33%;6,63%;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;03/2025;1.533.983;783.843;21.453;1.349.854;1.318.288;184.129;7.125;183.981;20,67%;2,98%;0;9
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;03/2025;1.521.442;985.831;36.673;1.311.010;1.072.393;210.432;1.011;224.264;20,94%;8,41%;0;19
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;03/2025;1.519.656;904.836;48.695;1.257.830;907.229;261.826;9.598;261.826;23,79%;14,31%;0;20
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;03/2025;1.502.960;887.508;33.791;1.219.042;1.029.037;283.918;13.850;307.078;30,90%;17,07%;0;11
SWAP IP - PRUDENCIAL;1000086732;n4;;I;3;SAO PAULO;SP;03/2025;1.494.247;121.704;111.893;1.418.783;217.607;75.464;3.019;68.775;16,34%;NA%;1;0
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;S4;I;2;CAXIAS DO SUL;RS;03/2025;1.461.162;1.378.767;374;1.162.882;1.137.430;298.280;10.031;300.568;20,20%;0,12%;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;03/2025;1.445.670;1.068.698;16.923;1.279.545;1.078.889;166.125;4.991;180.117;16,39%;7,31%;0;20
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;03/2025;1.433.025;1.069.701;30.045;1.269.785;1.093.161;163.240;-1.589;167.559;13,20%;22,70%;0;30
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7026923;b3S;S5;I;2;UMUARAMA;PR;03/2025;1.423.390;801.241;17.355;1.266.230;1.014.203;157.160;10.701;165.195;21,62%;11,28%;0;36
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL RS/MS - CRESOL CENTRO SUL RS/MS;2910987;b3S;S5;I;2;ERECHIM;RS;03/2025;1.411.949;1.034.588;20.824;1.213.519;748.242;198.430;14.429;205.032;20,39%;7,65%;0;21
SENFFNET IP - PRUDENCIAL;1000083670;b1;S4;C;2;CURITIBA;PR;03/2025;1.403.759;1.143.272;15.327;1.058.897;543.918;344.862;20.376;199.202;16,68%;NA%;3;0
CELCOIN IP - PRUDENCIAL;1000085960;n4;;C;2;BARUERI;SP;03/2025;1.403.100;0;74.805;1.030.657;488.779;372.444;3.742;22.031;3,45%;NA%;2;0
STRIPE BRASIL IP PRUDENCIAL;1000086251;n4;;I;3;SAO PAULO;SP;03/2025;1.383.074;0;25.702;1.342.315;0;40.759;1.291;40.759;14,47%;NA%;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;03/2025;1.378.384;1.043.659;23.228;1.198.990;594.817;179.393;13.060;179.393;18,04%;8,82%;0;28
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;03/2025;1.375.188;795.524;55.282;1.114.659;1.058.389;260.529;21.822;251.426;34,74%;7,98%;0;10
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;b3S;S5;I;2;SINOP;MT;03/2025;1.368.691;918.536;25.886;1.217.032;1.085.921;151.659;1.746;162.216;15,49%;14,55%;0;27
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;03/2025;1.357.517;634.837;16.217;1.195.657;967.315;161.860;4.147;161.842;20,06%;19,15%;0;28
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;03/2025;1.353.504;974.706;55.186;1.202.427;801.383;151.077;2.205;161.079;15,45%;4,66%;0;6
COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL;4529074;b3S;S5;I;2;CASCAVEL;PR;03/2025;1.348.860;843.391;28.210;1.185.634;954.230;163.226;9.190;166.556;18,83%;10,06%;0;29
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;03/2025;1.339.442;477.130;0;1.168.921;922.226;170.521;4.673;166.593;17,23%;1,79%;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;03/2025;1.321.534;969.712;24.047;1.081.202;672.079;240.332;11.631;240.399;25,73%;3,25%;0;15
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;03/2025;1.320.147;757.486;15.771;1.178.269;1.016.772;141.878;7.815;149.726;20,95%;12,14%;0;45
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;03/2025;1.316.095;524.426;38.973;1.168.745;891.151;147.350;5.221;147.198;20,27%;13,71%;0;25
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;03/2025;1.288.782;570.619;21.854;1.087.491;1.032.564;201.291;7.207;201.275;27,99%;6,51%;0;21
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;03/2025;1.280.084;731.204;47.607;1.076.552;758.077;203.532;4.607;203.403;22,88%;9,74%;0;18
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;03/2025;1.275.867;771.493;112.107;1.015.050;865.459;260.817;13.075;260.761;27,13%;2,82%;0;10
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;03/2025;1.261.888;579.214;23.308;1.081.166;979.605;180.722;7.886;183.477;24,78%;18,35%;0;33
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;03/2025;1.250.505;569.858;21.745;1.076.560;984.579;173.945;7.673;176.180;25,83%;9,77%;0;11
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;S4;C;2;DOIS IRMAOS;RS;03/2025;1.226.060;281.187;222.926;614.358;143.947;611.702;53.178;NI;NI%;NI%;3;0
ENTREPAY IP - PRUDENCIAL;1000087810;n1;S5;C;2;SAO PAULO;SP;03/2025;1.218.696;0;765.758;1.120.947;32.566;97.749;-77.356;94.079;8,47%;NA%;3;0
BANCO KOMATSU DO BRASIL - PRUDENCIAL;1000084576;b2;S4;I;3;SAO PAULO;SP;03/2025;1.208.529;1.112.734;0;985.178;923.979;223.351;6.759;225.579;17,46%;0,28%;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORDESTE - CENTRAL SICREDI NORDESTE;70119680;b3C;S4;I;2;JOAO PESSOA;PB;03/2025;1.200.216;5.913;782.267;1.067.678;0;132.538;-522;85.019;41,56%;5,62%;0;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;03/2025;1.200.035;565.842;20.218;1.095.947;993.861;104.088;-2.369;104.072;14,67%;8,45%;0;32
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;03/2025;1.194.907;42.449;376.487;1.123.542;100.749;71.365;921;64.208;19,76%;5,52%;0;0
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;03/2025;1.189.854;684.353;107.066;1.048.484;906.086;141.371;1.308;149.372;19,78%;23,47%;0;21
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;I;2;BELO HORIZONTE;MG;03/2025;1.182.889;638.458;119.829;1.077.924;1.014.335;104.965;303;109.931;12,78%;1,30%;2;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5863726;b3S;S5;I;2;SANANDUVA;RS;03/2025;1.182.633;840.590;38.827;1.048.408;576.534;134.225;7.808;134.148;15,97%;12,38%;0;29
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;03/2025;1.174.558;651.626;16.229;1.051.242;709.065;123.316;3.821;123.680;16,13%;8,44%;0;9
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA;3965737;b3S;S5;I;2;CHAPECO;SC;03/2025;1.174.526;938.389;21.331;1.063.125;546.614;111.401;10.672;114.965;13,12%;12,32%;0;21
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA;10520232;b3S;S5;I;2;JI-PARANA;RO;03/2025;1.164.490;964.606;25.412;1.020.052;378.342;144.438;14.223;147.914;16,86%;10,42%;0;21
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;I;2;ARIQUEMES;RO;03/2025;1.160.873;806.839;46.457;766.100;668.984;394.773;-7.633;394.541;46,88%;7,90%;0;18
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;03/2025;1.157.245;699.033;14.094;1.036.555;852.981;120.690;5.882;126.398;18,50%;6,75%;0;21
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;03/2025;1.148.962;596.654;32.439;942.926;660.757;206.035;6.675;206.031;31,28%;2,69%;0;1
CARUANA SCFI - PRUDENCIAL;1000083591;n1;S4;I;2;SAO PAULO;SP;03/2025;1.141.668;968.050;19.945;1.008.032;997.037;133.636;-2.337;NI;NI%;NI%;2;0
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;03/2025;1.138.778;404.499;21.917;997.325;905.723;141.453;7.552;143.840;24,67%;9,63%;0;27
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;03/2025;1.136.977;586.493;105.609;938.741;919.550;198.236;14.675;205.185;30,17%;9,23%;0;16
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;03/2025;1.136.667;491.268;25.537;947.502;828.667;189.165;16.656;192.905;30,23%;9,32%;0;11
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;03/2025;1.131.363;850.787;32.891;943.788;765.542;187.575;8.539;187.571;21,39%;4,25%;0;25
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;03/2025;1.116.854;417.428;19.483;987.623;946.270;129.231;8.571;131.115;23,00%;17,57%;0;14
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;I;2;MURIAE;MG;03/2025;1.110.619;772.383;17.968;990.932;569.040;119.688;8.776;122.142;16,32%;11,21%;0;24
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;03/2025;1.104.825;488.009;33.773;939.359;716.302;165.466;7.476;165.455;26,60%;3,56%;0;11
VORTX DTVM - PRUDENCIAL;1000084538;n1;S4;C;2;SAO PAULO;SP;03/2025;1.104.299;0;21.821;1.014.413;939.834;89.886;7.260;71.984;24,48%;NA%;7;0
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;03/2025;1.101.523;718.972;32.581;906.827;739.241;194.696;-7.371;194.654;25,50%;6,12%;0;25
STARK SCD - PRUDENCIAL;1000085513;n1;S5;C;2;SAO PAULO;SP;03/2025;1.086.281;37.122;74.246;810.397;640.407;275.884;4.407;275.503;58,51%;9,23%;2;0
WISE BRASIL CC - PRUDENCIAL;1000085647;n2;S4;C;3;SAO PAULO;SP;03/2025;1.082.149;0;31.880;932.775;497.172;149.374;2.271;148.625;16,19%;NA%;3;0
BANCO B3 - PRUDENCIAL;1000081225;b1;S4;C;2;SAO PAULO;SP;03/2025;1.067.887;0;206.931;842.230;817.628;225.657;14.326;224.513;156,40%;0,12%;3;0
EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP -;1000087834;n4;;I;2;SAO PAULO;SP;03/2025;1.064.098;0;1.025.279;1.029.017;394.627;35.082;-12.968;35.082;16,32%;NA%;1;0
COOPERATIVA DE CRÉDITO EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;03/2025;1.060.655;852.434;27.267;923.442;547.009;137.213;3.268;140.931;16,74%;10,40%;0;21
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;S4;I;2;SAO JOSE DO RIO PRETO;SP;03/2025;1.059.248;467.561;446.643;954.579;766.923;104.669;6.911;113.330;20,96%;16,47%;0;16
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;03/2025;1.059.212;515.924;14.156;961.485;790.106;97.727;4.679;100.422;16,10%;9,37%;0;12
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;I;2;FRUTAL;MG;03/2025;1.053.230;745.636;23.075;900.833;689.672;152.397;7.135;154.679;21,69%;5,99%;0;8
COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;03/2025;1.039.502;405.945;374.053;942.842;877.340;96.660;4.423;96.791;18,38%;19,94%;0;9
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA. - UNICRED PREMIUM;1635462;b3S;S5;I;2;LAJEADO;RS;03/2025;1.038.779;545.633;18.783;923.122;860.570;115.657;1.745;118.139;17,77%;5,21%;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;03/2025;1.028.314;725.925;16.905;919.741;761.213;108.573;703;116.428;15,72%;7,46%;0;17
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;03/2025;1.018.497;448.887;24.869;873.138;792.781;145.359;10.980;147.033;25,68%;9,29%;0;7
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;03/2025;1.017.903;626.246;28.437;808.273;565.486;209.630;5.210;209.624;30,64%;8,12%;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;03/2025;1.017.349;612.054;12.155;917.858;861.622;99.492;1.941;106.779;17,04%;5,51%;0;21
EBANX IP - PRUDENCIAL;1000085094;n4;;I;2;CURITIBA;PR;03/2025;1.010.673;0;0;942.788;930.894;67.885;16.064;64.086;60,03%;NA%;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;03/2025;1.003.651;788.369;20.396;852.731;368.359;150.920;3.293;153.844;20,58%;10,27%;0;19
COOPERATIVA DE CRÉDITO UNIQUE BR;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;03/2025;998.026;631.415;7.989;848.702;793.921;149.324;5.164;153.458;22,70%;9,59%;0;18
